caso_numero,victima_edad,victima_identidad_genero,victima_tipo,hecho_provincia,hecho_modalidad_comisiva,hecho_fecha,añomes,mes
661,24,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2016-06-08,2016,6
1005,43,TRANSGENERO,PRINCIPAL,Buenos Aires,GOLPES,2017-09-09,2017,9
993,23,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2015-12-25,2015,12
1007,39,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-09-21,2017,9
999,29,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-09-09,2017,9
1004,13,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-09-07,2017,9
1052,25,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2018-01-10,2018,1
1040,32,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-12-02,2017,12
1062,34,TRANSGENERO,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-12-29,2017,12
1068,26,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-03-07,2017,3
1006,31,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-09-17,2017,9
1071,53,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2018-01-22,2018,1
1076,43,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-02-01,2018,2
1084,54,MUJER,PRINCIPAL,Buenos Aires,DEGOLLAMIENTO,2018-02-08,2018,2
1088,11,MUJER,PRINCIPAL,Buenos Aires,ABUSO SEXUAL,2018-02-25,2018,2
1091,23,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2018-02-28,2018,2
1090,31,MUJER,PRINCIPAL,Buenos Aires,DEGOLLAMIENTO,2018-03-02,2018,3
1096,20,MUJER,PRINCIPAL,Buenos Aires,OTROS,2013-02-10,2013,2
1097,30,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-03-25,2018,3
1103,23,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2018-04-02,2018,4
1104,47,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2016-09-14,2016,9
1105,30,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-03-25,2018,3
1106,21,MUJER,PRINCIPAL,Buenos Aires,ASFIXIA,2018-02-28,2018,2
1108,31,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2018-04-06,2018,4
1108,11,MUJER,VINCULADO,Buenos Aires,QUEMADURAS,2018-04-06,2018,4
1108,8,MUJER,VINCULADO,Buenos Aires,QUEMADURAS,2018-04-06,2018,4
1112,38,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-04-20,2018,4
1109,51,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-04-23,2018,4
1119,44,MUJER,PRINCIPAL,Buenos Aires,APUÑALAMIENTO,2018-05-10,2018,5
1120,60,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2018-05-14,2018,5
1122,43,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2018-05-03,2018,5
1125,68,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2018-06-03,2018,6
1128,58,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2016-12-29,2016,12
1131,33,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2018-05-28,2018,5
1136,35,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2018-06-19,2018,6
1147,23,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-11-22,2017,11
1149,44,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-02-20,2017,2
1150,28,MUJER,PRINCIPAL,Buenos Aires,DEGOLLAMIENTO,2017-03-01,2017,3
1155,19,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2017-03-24,2017,3
1156,,TRANSGENERO,PRINCIPAL,Buenos Aires,DEGOLLAMIENTO,2017-07-05,2017,7
1169,28,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-04-27,2017,4
970,18,HOMBRE,VINCULADO,Buenos Aires,DISPARO DE BALA,2017-07-15,2017,7
1168,25,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2016-11-20,2016,11
1159,16,MUJER,PRINCIPAL,Buenos Aires,AHORCAMIENTO,2017-07-17,2017,7
1166,60,MUJER,VINCULADO,Buenos Aires,QUEMADURAS,2017-07-20,2017,7
1166,20,MUJER,VINCULADO,Buenos Aires,QUEMADURAS,2017-07-20,2017,7
1164,24,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2017-04-25,2017,4
1166,23,HOMBRE,VINCULADO,Buenos Aires,QUEMADURAS,2017-07-20,2017,7
1142,35,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2016-12-14,2016,12
1166,1,MUJER,VINCULADO,Buenos Aires,QUEMADURAS,2017-07-20,2017,7
1170,25,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-10-07,2017,10
1171,2,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-08-09,2017,8
1174,28,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-07-17,2018,7
1175,14,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-11-09,2017,11
1181,39,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-07-08,2018,7
1194,38,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-01-11,2017,1
1185,21,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-11-24,2017,11
1189,48,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2018-06-18,2018,6
1195,20,MUJER,VINCULADO,Buenos Aires,ACUCHILLAMIENTO,2017-02-09,2017,2
1198,48,MUJER,VINCULADO,Buenos Aires,DISPARO DE BALA,2017-12-13,2017,12
1196,30,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-12-24,2017,12
1200,28,MUJER,PRINCIPAL,Buenos Aires,AHOGAMIENTO,2018-01-13,2018,1
1201,19,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-01-20,2017,1
1202,39,MUJER,PRINCIPAL,Buenos Aires,APUÑALAMIENTO,2016-08-10,2016,8
1206,33,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2018-08-24,2018,8
1216,35,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-01-25,2017,1
1228,23,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-10-01,2018,10
1229,49,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2018-10-03,2018,10
1234,10,MUJER,PRINCIPAL,Buenos Aires,ABUSO SEXUAL,2018-10-18,2018,10
1235,30,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2018-10-14,2018,10
1240,25,MUJER,PRINCIPAL,Buenos Aires,Empalamiento,2018-10-14,2018,10
1244,37,MUJER,PRINCIPAL,Buenos Aires,APUÑALAMIENTO,2018-11-06,2018,11
1247,9,MUJER,PRINCIPAL,Buenos Aires,ABUSO SEXUAL,2018-10-25,2018,10
1250,39,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2018-11-09,2018,11
1251,29,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-11-14,2018,11
1252,23,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2017-01-24,2017,1
1254,34,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2018-11-21,2018,11
1255,46,MUJER,PRINCIPAL,Buenos Aires,APUÑALAMIENTO,2018-12-09,2018,12
1256,56,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2018-12-09,2018,12
1258,61,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2019-01-06,2019,1
1261,51,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2018-12-16,2018,12
265,12,MUJER,PRINCIPAL,Buenos Aires,ASFIXIA,2014-02-23,2014,2
418,37,MUJER,VINCULADO,Buenos Aires,INDEFINIDO,2014-11-26,2014,11
418,61,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2014-11-26,2014,11
419,14,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,,,
427,40,MUJER,PRINCIPAL,Buenos Aires,DEGOLLAMIENTO,2015-11-19,2015,11
428,26,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2013-01-30,2013,1
444,39,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2015-08-24,2015,8
445,52,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2015-07-31,2015,7
446,35,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2015-08-25,2015,8
446,35,MUJER,VINCULADO,Buenos Aires,DISPARO DE BALA,2015-08-25,2015,8
448,33,MUJER,PRINCIPAL,Buenos Aires,OTROS,2015-08-22,2015,8
450,51,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2015-08-31,2015,8
456,15,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2015-05-21,2015,5
457,15,,VINCULADO,Buenos Aires,ASFIXIA,2015-03-27,2015,3
458,36,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2013-05-01,2013,5
459,,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2014-02-06,2014,2
461,25,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2013-10-25,2013,10
765,26,MUJER,PRINCIPAL,Buenos Aires,OTROS,2016-11-13,2016,11
762,34,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2016-11-14,2016,11
758,16,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2016-11-24,2016,11
774,18,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2016-12-06,2016,12
776,31,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2016-12-02,2016,12
779,49,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2016-12-02,2016,12
779,30,MUJER,VINCULADO,Buenos Aires,ACUCHILLAMIENTO,2016-12-02,2016,12
854,36,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-03-21,2017,3
860,43,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-03-30,2017,3
861,36,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2017-03-31,2017,3
892,23,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2015-11-23,2015,11
894,22,MUJER,PRINCIPAL,Buenos Aires,DESCUARTIZAMIENTO,2017-04-02,2017,4
911,50,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2015-12-14,2015,12
884,1,MUJER,PRINCIPAL,Buenos Aires,ABUSO SEXUAL,2017-04-15,2017,4
899,15,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-05-04,2017,5
907,,MUJER,PRINCIPAL,Buenos Aires,AHORCAMIENTO,2017-05-07,2017,5
998,19,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-09-09,2017,9
995,0,MUJER,PRINCIPAL,Buenos Aires,ABUSO SEXUAL,2017-09-05,2017,9
1009,40,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-09-30,2017,9
1011,51,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-09-30,2017,9
1012,25,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-10-06,2017,10
1024,23,MUJER,PRINCIPAL,Buenos Aires,ASFIXIA,2017-10-29,2017,10
1019,37,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-10-23,2017,10
1045,74,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-09-20,2017,9
1027,26,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-11-11,2017,11
1030,36,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2015-11-15,2015,11
1029,36,,PRINCIPAL,Buenos Aires,ASFIXIA,2014-03-28,2014,3
1034,19,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-12-06,2017,12
1035,75,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-12-06,2017,12
1038,32,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-12-11,2017,12
1041,64,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-12-08,2017,12
1043,42,MUJER,PRINCIPAL,Buenos Aires,ASFIXIA,2017-12-08,2017,12
1049,52,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-12-19,2017,12
3,23,MUJER,PRINCIPAL,Catamarca,GOLPES,2013-03-05,2013,3
261,20,MUJER,PRINCIPAL,Catamarca,GOLPES,2013-10-04,2013,10
359,,MUJER,PRINCIPAL,Catamarca,ACUCHILLAMIENTO,2013-01-29,2013,1
361,,MUJER,PRINCIPAL,Catamarca,QUEMADURAS,2013-03-31,2013,3
363,13,MUJER,PRINCIPAL,Catamarca,ESTRANGULAMIENTO,2013-12-14,2013,12
633,44,MUJER,PRINCIPAL,Catamarca,ACUCHILLAMIENTO,2016-04-24,2016,4
1014,29,MUJER,PRINCIPAL,Catamarca,AHORCAMIENTO,2017-10-09,2017,10
1036,1,HOMBRE,VINCULADO,Catamarca,QUEMADURAS,2017-11-27,2017,11
909,36,MUJER,PRINCIPAL,Catamarca,ACUCHILLAMIENTO,2017-05-14,2017,5
1002,47,MUJER,PRINCIPAL,Catamarca,DISPARO DE BALA,2017-09-12,2017,9
1036,22,MUJER,PRINCIPAL,Catamarca,QUEMADURAS,2017-11-27,2017,11
19,33,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2014-10-09,2014,10
95,38,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2013-03-26,2013,3
178,52,MUJER,PRINCIPAL,Chaco,GOLPES,2013-05-22,2013,5
252,41,MUJER,VINCULADO,Chaco,ACUCHILLAMIENTO,2013-10-26,2013,10
258,23,MUJER,PRINCIPAL,Chaco,ESTRANGULAMIENTO,2014-02-20,2014,2
259,25,MUJER,PRINCIPAL,Chaco,DISPARO DE BALA,2014-04-16,2014,4
272,25,MUJER,PRINCIPAL,Chaco,ASFIXIA,2015-01-01,2015,1
275,71,MUJER,PRINCIPAL,Chaco,GOLPES,2015-04-22,2015,4
266,,MUJER,PRINCIPAL,Chaco,GOLPES,2014-07-07,2014,7
251,19,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2013-10-14,2013,10
253,,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2013-11-01,2013,11
263,18,MUJER,PRINCIPAL,Chaco,INDEFINIDO,2014-04-30,2014,4
255,17,MUJER,PRINCIPAL,Chaco,DISPARO DE BALA,2014-01-24,2014,1
270,22,MUJER,PRINCIPAL,Chaco,DISPARO DE BALA,2014-10-13,2014,10
274,40,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2015-04-01,2015,4
279,17,MUJER,PRINCIPAL,Chaco,GOLPES,2015-06-17,2015,6
260,50,TRANSGENERO,PRINCIPAL,Chaco,GOLPES,2014-04-23,2014,4
171,32,MUJER,PRINCIPAL,Chaco,GOLPES,2015-05-01,2015,5
254,27,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2014-01-13,2014,1
504,,MUJER,PRINCIPAL,Chaco,QUEMADURAS,,,
542,16,MUJER,PRINCIPAL,Chaco,GOLPES,2015-12-06,2015,12
557,35,MUJER,PRINCIPAL,Chaco,DISPARO DE BALA,2015-11-23,2015,11
559,19,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2015-11-22,2015,11
584,38,MUJER,PRINCIPAL,Chaco,APUÑALAMIENTO,2016-02-10,2016,2
663,56,MUJER,PRINCIPAL,Chaco,QUEMADURAS,2016-06-20,2016,6
699,21,MUJER,PRINCIPAL,Chaco,OTROS,2016-08-14,2016,8
786,16,MUJER,PRINCIPAL,Chaco,INDEFINIDO,2016-12-18,2016,12
810,23,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2014-02-20,2014,2
910,50,MUJER,PRINCIPAL,Chaco,DEGOLLAMIENTO,2017-05-14,2017,5
901,18,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2017-02-23,2017,2
61,15,MUJER,PRINCIPAL,Chaco,INDEFINIDO,2013-06-30,2013,6
937,25,MUJER,PRINCIPAL,Chaco,ASFIXIA,2017-06-27,2017,6
966,13,MUJER,PRINCIPAL,Chaco,DISPARO DE BALA,2017-07-14,2017,7
1050,25,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2017-09-23,2017,9
1107,18,MUJER,PRINCIPAL,Chaco,DEGOLLAMIENTO,2018-04-15,2018,4
1107,22,MUJER,PRINCIPAL,Chaco,DEGOLLAMIENTO,2018-04-15,2018,4
1115,38,MUJER,PRINCIPAL,Chaco,INDEFINIDO,2018-04-21,2018,4
1116,20,MUJER,PRINCIPAL,Chaco,APUÑALAMIENTO,2018-01-29,2018,1
1238,19,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2018-10-13,2018,10
264,28,MUJER,PRINCIPAL,Chaco,GOLPES,2014-05-03,2014,5
267,18,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2014-09-08,2014,9
249,34,MUJER,PRINCIPAL,Chaco,DISPARO DE BALA,2013-02-17,2013,2
269,43,MUJER,PRINCIPAL,Chaco,DISPARO DE BALA,2014-10-11,2014,10
250,41,MUJER,PRINCIPAL,Chaco,DISPARO DE BALA,2013-09-02,2013,9
252,21,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2013-10-26,2013,10
1020,22,MUJER,PRINCIPAL,Chaco,GOLPES,2017-10-24,2017,10
1057,41,MUJER,PRINCIPAL,Chaco,DISPARO DE BALA,2017-12-13,2017,12
79,26,MUJER,PRINCIPAL,Chubut,APUÑALAMIENTO,2013-01-27,2013,1
80,25,MUJER,PRINCIPAL,Chubut,DISPARO DE BALA,2013-06-21,2013,6
81,,MUJER,PRINCIPAL,Chubut,DISPARO DE BALA,2013-09-08,2013,9
125,48,MUJER,PRINCIPAL,Chubut,DISPARO DE BALA,2014-11-23,2014,11
126,17,MUJER,VINCULADO,Chubut,DISPARO DE BALA,2014-11-23,2014,11
126,15,HOMBRE,VINCULADO,Chubut,DISPARO DE BALA,2014-11-23,2014,11
329,11,MUJER,PRINCIPAL,Chubut,ESTRANGULAMIENTO,2013-09-02,2013,9
487,60,MUJER,PRINCIPAL,Chubut,DISPARO DE BALA,2015-06-03,2015,6
619,38,MUJER,PRINCIPAL,Chubut,AHORCAMIENTO,2015-03-23,2015,3
651,25,MUJER,PRINCIPAL,Chubut,GOLPES,2016-05-17,2016,5
707,21,MUJER,PRINCIPAL,Chubut,ACUCHILLAMIENTO,2016-08-28,2016,8
725,26,HOMBRE,VINCULADO,Chubut,DISPARO DE BALA,2016-09-13,2016,9
725,54,MUJER,VINCULADO,Chubut,DISPARO DE BALA,2016-09-13,2016,9
725,14,MUJER,VINCULADO,Chubut,DISPARO DE BALA,2016-09-13,2016,9
820,28,MUJER,PRINCIPAL,Chubut,GOLPES,2017-01-27,2017,1
946,27,MUJER,PRINCIPAL,Chubut,ACUCHILLAMIENTO,2017-07-03,2017,7
1081,38,MUJER,PRINCIPAL,Chubut,QUEMADURAS,2018-02-05,2018,2
1132,25,MUJER,PRINCIPAL,Chubut,APUÑALAMIENTO,2018-06-14,2018,6
1144,37,MUJER,PRINCIPAL,Chubut,DISPARO DE BALA,2018-07-08,2018,7
778,40,MUJER,PRINCIPAL,Chubut,DEGOLLAMIENTO,2016-12-08,2016,12
1025,30,MUJER,PRINCIPAL,Chubut,AHORCAMIENTO,2016-01-24,2016,1
402,7,HOMBRE,VINCULADO,Cordoba,ACUCHILLAMIENTO,2015-08-04,2015,8
565,46,MUJER,PRINCIPAL,Cordoba,QUEMADURAS,2016-01-22,2016,1
31,41,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2014-07-23,2014,7
20,34,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2014-09-13,2014,9
22,33,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2014-12-11,2014,12
30,40,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2014-12-02,2014,12
27,33,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2014-10-20,2014,10
932,20,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-06-22,2017,6
33,29,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2014-02-16,2014,2
32,,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2014-05-16,2014,5
26,,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2014-10-20,2014,10
29,34,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2015-01-28,2015,1
34,31,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2015-01-15,2015,1
104,35,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2013-09-26,2013,9
102,44,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2014-04-15,2014,4
105,51,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2015-05-21,2015,5
96,21,MUJER,PRINCIPAL,Cordoba,QUEMADURAS,2013-01-01,2013,1
97,24,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2013-03-24,2013,3
98,35,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2014-01-26,2014,1
100,51,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2014-01-18,2014,1
147,50,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2015-04-10,2015,4
141,36,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2014-12-28,2014,12
142,51,MUJER,PRINCIPAL,Cordoba,ASFIXIA,2015-02-03,2015,2
144,21,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2013-03-17,2013,3
146,43,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2015-03-30,2015,3
138,41,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,,,
139,42,MUJER,PRINCIPAL,Cordoba,GOLPES,2014-06-29,2014,6
176,47,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2013-02-08,2013,2
21,36,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2014-09-21,2014,9
187,34,TRANSGENERO,PRINCIPAL,Cordoba,ASFIXIA,2015-07-25,2015,7
351,25,MUJER,PRINCIPAL,Cordoba,ESTRANGULAMIENTO,2013-02-20,2013,2
354,46,MUJER,VINCULADO,Cordoba,ACUCHILLAMIENTO,2013-03-12,2013,3
352,34,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2013-03-03,2013,3
350,78,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2013-02-06,2013,2
372,22,MUJER,PRINCIPAL,Cordoba,OTROS,2013-06-30,2013,6
390,,MUJER,PRINCIPAL,Cordoba,GOLPES,2013-02-11,2013,2
402,4,HOMBRE,VINCULADO,Cordoba,ACUCHILLAMIENTO,2015-08-04,2015,8
411,47,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2013-06-08,2013,6
413,31,MUJER,PRINCIPAL,Cordoba,ASFIXIA,2013-05-07,2013,5
414,40,MUJER,PRINCIPAL,Cordoba,QUEMADURAS,2013-11-24,2013,11
416,16,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2013-12-12,2013,12
544,22,MUJER,PRINCIPAL,Cordoba,GOLPES,2015-12-06,2015,12
537,26,MUJER,PRINCIPAL,Cordoba,APUÑALAMIENTO,2015-10-23,2015,10
564,37,MUJER,PRINCIPAL,Cordoba,GOLPES,2016-01-22,2016,1
567,16,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2016-01-16,2016,1
609,26,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2016-03-13,2016,3
615,34,MUJER,PRINCIPAL,Cordoba,ASFIXIA,2015-03-04,2015,3
623,21,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2015-03-27,2015,3
625,44,MUJER,PRINCIPAL,Cordoba,APUÑALAMIENTO,2016-03-31,2016,3
638,43,MUJER,PRINCIPAL,Cordoba,APUÑALAMIENTO,2016-04-27,2016,4
645,44,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2016-05-03,2016,5
646,30,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2016-05-06,2016,5
665,26,MUJER,PRINCIPAL,Cordoba,ESTRANGULAMIENTO,2016-06-22,2016,6
675,50,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2016-07-07,2016,7
676,17,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2016-07-10,2016,7
688,49,HOMBRE,VINCULADO,Cordoba,DISPARO DE BALA,2014-09-04,2014,9
689,31,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2016-07-25,2016,7
702,0,MUJER,VINCULADO,Cordoba,GOLPES,2016-08-06,2016,8
742,22,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2016-10-14,2016,10
743,41,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2016-10-12,2016,10
749,34,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2016-10-14,2016,10
753,43,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2016-10-23,2016,10
782,40,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2014-01-24,2014,1
101,34,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2014-05-19,2014,5
808,34,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2017-01-15,2017,1
846,48,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-03-13,2017,3
843,36,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-03-05,2017,3
845,53,MUJER,PRINCIPAL,Cordoba,GOLPES,2017-03-10,2017,3
868,19,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2017-04-08,2017,4
876,24,HOMBRE,VINCULADO,Cordoba,ACUCHILLAMIENTO,2016-05-24,2016,5
893,21,MUJER,PRINCIPAL,Cordoba,ESTRANGULAMIENTO,2017-04-22,2017,4
919,46,MUJER,PRINCIPAL,Cordoba,DESCUARTIZAMIENTO,2017-05-28,2017,5
643,19,MUJER,PRINCIPAL,Cordoba,GOLPES,2016-04-28,2016,4
927,46,MUJER,PRINCIPAL,Cordoba,DESCUARTIZAMIENTO,2017-06-17,2017,6
929,46,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-03-15,2017,3
964,66,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-07-15,2017,7
143,35,MUJER,PRINCIPAL,Cordoba,ESTRANGULAMIENTO,2015-03-11,2015,3
965,27,MUJER,VINCULADO,Cordoba,DISPARO DE BALA,2017-07-14,2017,7
545,45,MUJER,PRINCIPAL,Cordoba,GOLPES,2015-12-13,2015,12
